"appid","observed","fitted","pearson_residual"
2365410,10,69.5804808244715,-0.380728205976051
2367120,108,42.1076596766182,0.740834774805866
2372450,6,219.479740327312,-0.384572607034412
2376990,6,352.310864972358,-0.373152742882743
2377620,21,273.679240619079,-0.358018117518736
2377720,15,114.124014039559,-0.365763501733795
2393510,21,462.718075356199,-0.354549606579186
2398290,3,670.065662550924,-0.359495921509218
2402620,1,138.05977803321,-0.410077930607113
2403600,44,286.158508088479,-0.326895328064075
2411100,29,554.691308289396,-0.347101523323648
2416100,1338,746.375159744026,0.283997647008583
2421540,86,61.9340715544897,0.175170539751379
2424300,12,932.140350632781,-0.348127398197911
2424480,13,3904.57936654284,-0.321101916848054
2430170,16,327.747381306317,-0.363251511001998
2430540,31,190.718133839084,-0.335386218148666
2436660,10,789.944055884212,-0.352304860372624
2440940,1,542.146757187066,-0.366210716909353
2444530,5,857.004560655681,-0.352687567410862
2446540,163,2730.06657460281,-0.309357386375133
2449060,4,183.514637489765,-0.393157095433878
2451310,189,2213.99049920184,-0.304772809869104
2453160,1628,1412.88288114585,0.0522042179689258
2460920,209,1231.07255338863,-0.287277469638826
2461360,3,41.137727954089,-0.440273035058231
2467850,513,215.222660572812,0.548007618563511
2471390,45,442.590111237018,-0.334811739903907
2479770,142,1539.59592930108,-0.309512419408441
2481640,368,73.3376656810909,1.77561487431524
2483440,18,507.331293537064,-0.355675290055719
2484630,89,16.4223002285214,2.42416970048799
2486820,11445,2727.6558637943,1.05151195103852
2488250,15,687.270337618871,-0.35257415891799
2488470,81,137.269877669135,-0.169422657712004
2495610,2,961.126356040773,-0.351183462419117
2495630,3,16.9477574086842,-0.448835643332937
2495640,2,788.379340244787,-0.355967302440672
2500460,129,54.2914349190461,0.630420301035962
2503550,107,85.722176534126,0.107778994646153
2505200,5,420.727777404728,-0.369759021238291
2507560,118,429.935348289437,-0.271034833161471
2508780,3118,4613.99036067528,-0.103474625256804
2521400,308,622.805863762644,-0.183520490994934
2522040,4,774.765864594614,-0.355474431408455
2522290,12,568.430791887326,-0.357853657896269
2523450,9,55.8325922746472,-0.382950140875266
2523720,3923,3540.39426122443,0.0350139764708595
2528800,13,3069.66600238149,-0.325329788174641
2529050,21,16.7608516683099,0.138214637073395
2538520,20,94.0134822941407,-0.338399803046494
2545710,1549,1761.21600526801,-0.0407302793248759
2548500,7,35.9975417771385,-0.389645676517484
2549190,2,744.335351769654,-0.357390493770919
2549240,412,141.678910411844,0.786117036650936
2549930,16,1168.25466744367,-0.342486821498905
2550790,83,163.782179499637,-0.200378297017044
2552750,4,30.4012269909722,-0.43041573258417
2555950,667,535.723203260252,0.089986076777566
2559960,83,575.400934280797,-0.312550623447886
2560340,72,1157.3906761124,-0.325846527404906
2560730,10,627.769165490375,-0.357078831115244
2561810,5,1358.84927636786,-0.34249218471756
2567380,62,509.897060577659,-0.323794336809451
2568650,7,194.242714752185,-0.385397048709562
2568800,4,733.050576740197,-0.356792626902966
2571730,3,599.531906009056,-0.362286062077191
2576200,195,307.961311532292,-0.140813150332564
2582140,1905,2553.05975102988,-0.083850154906972
2588400,1,13.6667571327732,-0.526502369422522
2597810,256,612.539959532275,-0.211595574693587
2602230,425,649.656863061368,-0.125161139739789
2604780,5,34.3083803098212,-0.416029600716364
2607180,3,923.155493002273,-0.351759493255047
2610880,170,680.087483650113,-0.27055073326481
2615540,2499,4092.6239652114,-0.125114833134102
2617360,5,102.941565990956,-0.405009135694688
2621760,9,220.277855993508,-0.379103226359844
