"appid","name","is_free","positive_reviews","negative_reviews","total_reviews","raw_positive_rate","wilson_lower_95","wilson_center","wilson_upper_95","wilson_width","eb_posterior_mean","eb_ci95_lower","eb_ci95_upper","data_weight","prior_weight","eb_ci95_width","eb_shrinkage","absolute_shrinkage","eb_shrinkage_pp","raw_rank","wilson_rank","eb_rank","rank_change"
1191050,"MotoTrials",0,5,0,5,1,0.565517535216825,0.782758767608413,1,0.434482464783175,0.905590772082171,0.68618151869736,0.996989370906001,0.451796495462645,0.548203504537355,0.310807852208641,-0.0944092279178288,0.0944092279178288,-9.44092279178288,252,1012,525,-273
1194040,"東１局５３本場",0,4,0,4,1,0.510109163545403,0.755054581772701,1,0.489890836454597,0.896212616889674,0.658188789563792,0.996657030244202,0.397340615926201,0.602659384073799,0.338468240680411,-0.103787383110326,0.103787383110326,-10.3787383110326,301,1145,611,-310
1201700,"Warnament",0,403,74,477,0.844863731656184,0.809632373820475,0.842108603537329,0.874584833254184,0.0649524594337094,0.844649228333047,0.811064160584182,0.875532423160498,0.987440809525577,0.0125591904744229,0.0644682625763159,-0.000214503323137216,0.000214503323137216,-0.0214503323137216,1380,397,1364,16
1239360,"Genokids",0,215,3,218,0.986238532110092,0.960328403358678,0.977818711450485,0.995309019542293,0.0349806161836155,0.981948160379185,0.960905900539688,0.994990430527815,0.972923583181799,0.0270764168182013,0.0340845299881271,-0.00429037173090685,0.00429037173090685,-0.429037173090685,849,29,27,822
1264970,"The Conquest of Go",0,546,30,576,0.947916666666667,0.926621986318045,0.944949211677156,0.963276437036267,0.0366544507182218,0.946664517945574,0.9270245472955,0.963402676086073,0.989576921016852,0.0104230789831482,0.0363781287905732,-0.00125214872109303,0.00125214872109303,-0.125214872109303,976,88,200,776
1273640,"Bring You Home",0,198,8,206,0.961165048543689,0.925252847633539,0.952722739033071,0.980192630432603,0.0549397827990639,0.957349218499048,0.926410630024233,0.980174771449154,0.971391439521016,0.028608560478984,0.0537641414249215,-0.00381583004464181,0.00381583004464181,-0.381583004464181,915,94,127,788
1274700,"You Alone Can Defeat Evil",0,5,0,5,1,0.565517535216825,0.782758767608413,1,0.434482464783175,0.905590772082171,0.68618151869736,0.996989370906001,0.451796495462645,0.548203504537355,0.310807852208641,-0.0944092279178288,0.0944092279178288,-9.44092279178288,253,1013,526,-273
1275550,"Arctic Awakening",0,274,52,326,0.840490797546012,0.79681248347427,0.836525312484569,0.876238141494867,0.0794256580205979,0.840258648025783,0.799033711585052,0.877603796407812,0.981729798904816,0.0182702010951843,0.07857008482276,-0.00023214952022943,0.00023214952022943,-0.023214952022943,1391,428,1390,1
1283360,"Geki Yaba Runner",0,4,2,6,0.666666666666667,0.299993315138392,0.601610952016306,0.90322858889422,0.603235273755828,0.747672325689462,0.480282943238687,0.938212397007356,0.497226735266432,0.502773264733568,0.457929453768669,0.0810056590227949,0.0810056590227949,8.10056590227949,1793,1655,1744,49
1292460,"Adventure of Samsara",0,59,7,66,0.893939393939394,0.79687691248352,0.872271719964363,0.947666527445205,0.150789614961685,0.88837015363434,0.806743071860942,0.949700861389771,0.915815345321192,0.0841846546788085,0.142957789528829,-0.00556924030505401,0.00556924030505401,-0.556924030505401,1205,427,693,512
